name of the body ; position x ; position y ; position z
jupiter;1.2749;4.89492;4.89492
saturn;4.33153;7.99832;7.99832
uranus;15.5465;-12.5245;-12.5245
neptune;17.9191;-24.1933;-24.1933
sun;0.00433604;-0.00710215;-0.00710215
jupiter;1.24782;4.90313;4.90313
saturn;4.31252;8.00797;8.00797
uranus;15.5554;-12.5139;-12.5139
neptune;17.9282;-24.1863;-24.1863
sun;0.00436652;-0.00711342;-0.00711342
jupiter;1.2207;4.9112;4.9112
saturn;4.29348;8.01759;8.01759
uranus;15.5643;-12.5033;-12.5033
neptune;17.9373;-24.1794;-24.1794
sun;0.00439704;-0.00712453;-0.00712453
jupiter;1.19354;4.91911;4.91911
saturn;4.27442;8.02716;8.02716
uranus;15.5732;-12.4928;-12.4928
neptune;17.9465;-24.1725;-24.1725
sun;0.0044276;-0.00713549;-0.00713549
jupiter;1.16635;4.92688;4.92688
saturn;4.25534;8.03669;8.03669
uranus;15.5821;-12.4822;-12.4822
neptune;17.9556;-24.1656;-24.1656
sun;0.0044582;-0.00714629;-0.00714629
jupiter;1.13912;4.93449;4.93449
saturn;4.23623;8.04617;8.04617
uranus;15.591;-12.4716;-12.4716
neptune;17.9647;-24.1586;-24.1586
sun;0.00448884;-0.00715694;-0.00715694
jupiter;1.11186;4.94196;4.94196
saturn;4.21711;8.05562;8.05562
uranus;15.5998;-12.461;-12.461
neptune;17.9739;-24.1517;-24.1517
sun;0.00451952;-0.00716743;-0.00716743
jupiter;1.08457;4.94928;4.94928
saturn;4.19796;8.06502;8.06502
uranus;15.6087;-12.4505;-12.4505
neptune;17.983;-24.1447;-24.1447
sun;0.00455023;-0.00717777;-0.00717777
jupiter;1.05724;4.95644;4.95644
saturn;4.17879;8.07438;8.07438
uranus;15.6176;-12.4399;-12.4399
neptune;17.9921;-24.1378;-24.1378
sun;0.00458099;-0.00718796;-0.00718796
jupiter;1.02988;4.96346;4.96346
saturn;4.15959;8.08369;8.08369
uranus;15.6264;-12.4293;-12.4293
neptune;18.0013;-24.1308;-24.1308
sun;0.00461177;-0.00719799;-0.00719799
jupiter;1.00249;4.97033;4.97033
saturn;4.14038;8.09297;8.09297
uranus;15.6353;-12.4186;-12.4186
neptune;18.0104;-24.1239;-24.1239
sun;0.0046426;-0.00720786;-0.00720786
jupiter;0.975071;4.97704;4.97704
saturn;4.12114;8.1022;8.1022
uranus;15.6441;-12.408;-12.408
neptune;18.0195;-24.1169;-24.1169
sun;0.00467346;-0.00721758;-0.00721758
jupiter;0.947621;4.98361;4.98361
saturn;4.10188;8.11139;8.11139
uranus;15.6529;-12.3974;-12.3974
neptune;18.0286;-24.11;-24.11
sun;0.00470435;-0.00722714;-0.00722714
jupiter;0.920143;4.99003;4.99003
saturn;4.0826;8.12054;8.12054
uranus;15.6617;-12.3868;-12.3868
neptune;18.0377;-24.103;-24.103
sun;0.00473528;-0.00723655;-0.00723655
jupiter;0.892638;4.99629;4.99629
saturn;4.0633;8.12964;8.12964
uranus;15.6705;-12.3762;-12.3762
neptune;18.0468;-24.096;-24.096
sun;0.00476624;-0.00724581;-0.00724581
jupiter;0.865106;5.00241;5.00241
saturn;4.04398;8.1387;8.1387
uranus;15.6793;-12.3655;-12.3655
neptune;18.0559;-24.0891;-24.0891
sun;0.00479723;-0.0072549;-0.0072549
jupiter;0.837548;5.00837;5.00837
saturn;4.02463;8.14772;8.14772
uranus;15.6881;-12.3549;-12.3549
neptune;18.065;-24.0821;-24.0821
sun;0.00482825;-0.00726385;-0.00726385
jupiter;0.809965;5.01419;5.01419
saturn;4.00527;8.1567;8.1567
uranus;15.6969;-12.3442;-12.3442
neptune;18.0741;-24.0751;-24.0751
sun;0.0048593;-0.00727263;-0.00727263
jupiter;0.782358;5.01985;5.01985
saturn;3.98588;8.16563;8.16563
uranus;15.7057;-12.3336;-12.3336
neptune;18.0832;-24.0681;-24.0681
sun;0.00489037;-0.00728126;-0.00728126
jupiter;0.754728;5.02536;5.02536
saturn;3.96647;8.17452;8.17452
uranus;15.7145;-12.3229;-12.3229
neptune;18.0923;-24.0611;-24.0611
sun;0.00492148;-0.00728974;-0.00728974
jupiter;0.727075;5.03073;5.03073
saturn;3.94704;8.18337;8.18337
uranus;15.7232;-12.3122;-12.3122
neptune;18.1014;-24.0541;-24.0541
sun;0.00495261;-0.00729806;-0.00729806
jupiter;0.699401;5.03594;5.03594
saturn;3.92759;8.19217;8.19217
uranus;15.732;-12.3015;-12.3015
neptune;18.1105;-24.0471;-24.0471
sun;0.00498377;-0.00730622;-0.00730622
jupiter;0.671706;5.041;5.041
saturn;3.90812;8.20093;8.20093
uranus;15.7407;-12.2909;-12.2909
neptune;18.1196;-24.0402;-24.0402
sun;0.00501496;-0.00731423;-0.00731423
jupiter;0.643991;5.04591;5.04591
saturn;3.88863;8.20965;8.20965
uranus;15.7495;-12.2802;-12.2802
neptune;18.1287;-24.0332;-24.0332
sun;0.00504617;-0.00732208;-0.00732208
jupiter;0.616257;5.05067;5.05067
saturn;3.86912;8.21832;8.21832
uranus;15.7582;-12.2695;-12.2695
neptune;18.1378;-24.0261;-24.0261
sun;0.0050774;-0.00732977;-0.00732977
jupiter;0.588504;5.05527;5.05527
saturn;3.84959;8.22695;8.22695
uranus;15.7669;-12.2588;-12.2588
neptune;18.1468;-24.0191;-24.0191
sun;0.00510866;-0.00733731;-0.00733731
jupiter;0.560735;5.05973;5.05973
saturn;3.83004;8.23554;8.23554
uranus;15.7756;-12.2481;-12.2481
neptune;18.1559;-24.0121;-24.0121
sun;0.00513993;-0.00734469;-0.00734469
jupiter;0.532949;5.06404;5.06404
saturn;3.81046;8.24408;8.24408
uranus;15.7843;-12.2374;-12.2374
neptune;18.165;-24.0051;-24.0051
sun;0.00517123;-0.00735192;-0.00735192
jupiter;0.505147;5.06819;5.06819
saturn;3.79087;8.25258;8.25258
uranus;15.793;-12.2266;-12.2266
neptune;18.1741;-23.9981;-23.9981
sun;0.00520255;-0.00735899;-0.00735899
jupiter;0.47733;5.07219;5.07219
saturn;3.77126;8.26104;8.26104
uranus;15.8017;-12.2159;-12.2159
neptune;18.1831;-23.9911;-23.9911
sun;0.00523389;-0.0073659;-0.0073659
jupiter;0.4495;5.07605;5.07605
saturn;3.75163;8.26945;8.26945
uranus;15.8104;-12.2052;-12.2052
neptune;18.1922;-23.9841;-23.9841
sun;0.00526525;-0.00737266;-0.00737266
jupiter;0.421656;5.07975;5.07975
saturn;3.73197;8.27782;8.27782
uranus;15.8191;-12.1944;-12.1944
neptune;18.2013;-23.977;-23.977
sun;0.00529662;-0.00737926;-0.00737926
jupiter;0.3938;5.0833;5.0833
saturn;3.7123;8.28614;8.28614
uranus;15.8277;-12.1837;-12.1837
neptune;18.2103;-23.97;-23.97
sun;0.00532802;-0.00738571;-0.00738571
jupiter;0.365932;5.0867;5.0867
saturn;3.69261;8.29443;8.29443
uranus;15.8364;-12.173;-12.173
neptune;18.2194;-23.963;-23.963
sun;0.00535943;-0.007392;-0.007392
jupiter;0.338054;5.08995;5.08995
saturn;3.6729;8.30266;8.30266
uranus;15.8451;-12.1622;-12.1622
neptune;18.2284;-23.9559;-23.9559
sun;0.00539085;-0.00739813;-0.00739813
jupiter;0.310166;5.09305;5.09305
saturn;3.65317;8.31086;8.31086
uranus;15.8537;-12.1514;-12.1514
neptune;18.2375;-23.9489;-23.9489
sun;0.00542229;-0.00740411;-0.00740411
jupiter;0.282269;5.09599;5.09599
saturn;3.63342;8.31901;8.31901
uranus;15.8623;-12.1407;-12.1407
neptune;18.2466;-23.9418;-23.9418
sun;0.00545374;-0.00740993;-0.00740993
jupiter;0.254364;5.09879;5.09879
saturn;3.61365;8.32712;8.32712
uranus;15.871;-12.1299;-12.1299
neptune;18.2556;-23.9348;-23.9348
sun;0.00548521;-0.00741559;-0.00741559
jupiter;0.226451;5.10143;5.10143
saturn;3.59386;8.33518;8.33518
uranus;15.8796;-12.1191;-12.1191
neptune;18.2646;-23.9277;-23.9277
sun;0.00551668;-0.0074211;-0.0074211
jupiter;0.198532;5.10393;5.10393
saturn;3.57405;8.3432;8.3432
uranus;15.8882;-12.1083;-12.1083
neptune;18.2737;-23.9207;-23.9207
sun;0.00554817;-0.00742646;-0.00742646
jupiter;0.170608;5.10627;5.10627
saturn;3.55423;8.35117;8.35117
uranus;15.8968;-12.0975;-12.0975
neptune;18.2827;-23.9136;-23.9136
sun;0.00557967;-0.00743165;-0.00743165
jupiter;0.142678;5.10847;5.10847
saturn;3.53438;8.3591;8.3591
uranus;15.9054;-12.0867;-12.0867
neptune;18.2918;-23.9066;-23.9066
sun;0.00561118;-0.00743669;-0.00743669
jupiter;0.114745;5.11051;5.11051
saturn;3.51452;8.36699;8.36699
uranus;15.914;-12.0759;-12.0759
neptune;18.3008;-23.8995;-23.8995
sun;0.0056427;-0.00744158;-0.00744158
jupiter;0.086808;5.1124;5.1124
saturn;3.49464;8.37483;8.37483
uranus;15.9226;-12.0651;-12.0651
neptune;18.3098;-23.8924;-23.8924
sun;0.00567422;-0.00744631;-0.00744631
jupiter;0.058869;5.11414;5.11414
saturn;3.47474;8.38263;8.38263
uranus;15.9311;-12.0543;-12.0543
neptune;18.3189;-23.8853;-23.8853
sun;0.00570576;-0.00745088;-0.00745088
jupiter;0.0309285;5.11573;5.11573
saturn;3.45482;8.39038;8.39038
uranus;15.9397;-12.0435;-12.0435
neptune;18.3279;-23.8783;-23.8783
sun;0.0057373;-0.00745529;-0.00745529
jupiter;0.0029873;5.11717;5.11717
saturn;3.43488;8.39809;8.39809
uranus;15.9483;-12.0327;-12.0327
neptune;18.3369;-23.8712;-23.8712
sun;0.00576884;-0.00745956;-0.00745956
jupiter;-0.0249538;5.11846;5.11846
saturn;3.41492;8.40575;8.40575
uranus;15.9568;-12.0218;-12.0218
neptune;18.3459;-23.8641;-23.8641
sun;0.00580039;-0.00746366;-0.00746366
jupiter;-0.052894;5.1196;5.1196
saturn;3.39495;8.41337;8.41337
uranus;15.9654;-12.011;-12.011
neptune;18.355;-23.857;-23.857
sun;0.00583195;-0.00746761;-0.00746761
jupiter;-0.0808324;5.12059;5.12059
saturn;3.37496;8.42095;8.42095
uranus;15.9739;-12.0001;-12.0001
neptune;18.364;-23.8499;-23.8499
sun;0.0058635;-0.00747141;-0.00747141
jupiter;-0.108768;5.12143;5.12143
saturn;3.35495;8.42848;8.42848
uranus;15.9824;-11.9893;-11.9893
neptune;18.373;-23.8428;-23.8428
sun;0.00589506;-0.00747504;-0.00747504
jupiter;-0.136701;5.12212;5.12212
saturn;3.33492;8.43597;8.43597
uranus;15.9909;-11.9784;-11.9784
neptune;18.382;-23.8357;-23.8357
sun;0.00592662;-0.00747853;-0.00747853
jupiter;-0.164629;5.12266;5.12266
saturn;3.31488;8.44341;8.44341
uranus;15.9994;-11.9676;-11.9676
neptune;18.391;-23.8286;-23.8286
sun;0.00595818;-0.00748186;-0.00748186
jupiter;-0.192552;5.12305;5.12305
saturn;3.29481;8.45081;8.45081
uranus;16.0079;-11.9567;-11.9567
neptune;18.4;-23.8215;-23.8215
sun;0.00598974;-0.00748503;-0.00748503
jupiter;-0.22047;5.12329;5.12329
saturn;3.27473;8.45816;8.45816
uranus;16.0164;-11.9458;-11.9458
neptune;18.409;-23.8144;-23.8144
sun;0.00602131;-0.00748805;-0.00748805
jupiter;-0.24838;5.12339;5.12339
saturn;3.25464;8.46547;8.46547
uranus;16.0249;-11.9349;-11.9349
neptune;18.418;-23.8073;-23.8073
sun;0.00605286;-0.00749091;-0.00749091
jupiter;-0.276284;5.12333;5.12333
saturn;3.23452;8.47273;8.47273
uranus;16.0334;-11.9241;-11.9241
neptune;18.427;-23.8002;-23.8002
sun;0.00608442;-0.00749362;-0.00749362
